name;energy;fat;carb;protein;alcohol;iron;salt;vitaminc
Raw Porridge, Yoghurt;499;6.8;8.2;5.6;0;0.9;95.2;0.9
Red Cabbage;120;0.1;4.2;1.5;0;0.2;9.4;48.3
Red Cabbage Stew;422;5.4;10.5;1.4;0;0.4;1010.5;27.9
Redcurrant;237;0.4;7.5;1.4;0;0.8;1.5;30.0
Redcurrant Kissel, Redcurrant Soup;232;0.1;12.2;0.3;0;0.2;2.8;4.4
Red Curry Chicken With Jasmine Rice, Kitchen Joy;554;2.2;21.7;5.6;0;0.5;740.9;0.5
Red Curry Vegetables With Jasmine Rice, Kitchen Joy;461;3.3;17.2;2.1;0;0.8;651.6;2.8
Red Onion, Fried;526;10.1;6.1;1.7;0;0.6;10.5;3.5
Red Pesto Sauce, Pesto Rosso, Without Parmesan;2102;50.4;6.5;6.2;0;2.9;1046.7;29.7
Red Wine;295;0;0.2;0.3;9.5;0.8;8.7;0
Red Wine Sauce;307;4.8;3.9;1.1;1.2;0.5;1443.1;0.6
Reindeer, Fried;840;11.3;0.1;24.8;0;7.7;1450.8;0.1
Reindeer Liver Steak;696;9.1;6.8;13.8;0;18.5;1549.0;16.8
Reindeer Meatloaf;766;9.0;8.1;16.5;0;4.5;1793.5;0.8
Reindeer Soup;268;2.1;0.7;10.2;0;3.3;427.4;0.6
Reindeer Soup, Potato And Carrot;207;1.2;3.5;5.8;0;1.9;534.6;1.6
Rhubarb;141;0.1;5.5;0.7;0;0.1;3.1;5.0
Rhubarb Crisp Delight, Rhubarb, Oat Flakes;928;12.2;23.5;2.6;0;0.8;193.0;2.2
Rhubarb Kissel, Rhubarb Soup;338;0.1;19.1;0.2;0;0.1;2.7;0.8
Rice, Boiled, Salt;425;0.2;22.4;1.8;0;0.4;488.3;0
Rice, Boiled Without Salt;391;0.2;20.6;1.6;0;0.3;6.0;0
Rice, Brown;1460;2.3;72.0;7.0;0;0.7;15.3;0
Rice, Quinoa And Multigrain Mix;1484;2.4;69.8;9.7;0;2.6;11.5;0
Rice, White;1433;0.7;75.6;6.1;0;1.2;15.3;0
Rice, White, Long-Grain, Parboiled;1533;1.0;79.0;8.1;0;1.2;12.7;0
Rice, Wholegrain;1515;2.9;71.3;7.9;0;3.6;15.3;0
Rice, Wholegrain, Boiled, Salt;606;1.2;28.5;3.2;0;1.4;993.7;0
Rice, Wholegrain, Boiled Without Salt;606;1.2;28.5;3.2;0;1.4;7.7;0
Rice And Barley Mix;1441;1.5;71.1;8.2;0;2.1;9.4;0
Rice And Cream Dessert;831;11.9;21.1;1.6;0;0.2;27.6;0.2
Rice Drink, Rice Dream Chocolate, Calcium;269;0.9;13.2;0.4;0;0.2;102.1;0
Rice Drink, Rice Dream Hazelnut And Almond;341;1.9;13.9;1.3;0;0.5;102.6;0.1
Rice Gruel, Rice, Milk, Salt;266;1.6;8.5;3.4;0;0.1;631.0;1.2
Rice Gruel, Rice Flakes, Milk, Salt;253;1.6;7.7;3.5;0;0.1;639.5;1.2
Rice Gruel, Rice Flakes, Water, Salt;49;0.1;2.5;0.2;0;0.1;530.5;0
Rice Ice Cream;880;8.0;33.5;0.8;0;0.2;238.8;0
Rice Ice Cream, Vanilla, R-Ice, Ingman;833;10.7;25.4;0.3;0;0.1;663.5;0
Rice Ice Cream, Vanilla-Chocolate, R-Ice, Ingman;1160;10.6;42.8;1.8;0;0.6;367.7;0
Rice Pasty, Riisipyörönen;888;3.3;37.3;7.0;0;0.5;1099.8;0.6
Rice Porridge, Milk, Salt;389;1.6;15.2;3.9;0;0.2;357.5;1.1
Risotto, Avocado And Pesto Risotto;677;10.2;13.4;3.0;0;0.7;339.5;17.5
Risotto, Soy And Vegetable Risotto;475;1.9;18.9;4.1;0;1.1;512.5;0.9
Risotto, Turkey Risotto;534;3.0;15.8;8.6;0;0.7;604.6;18.7
Risotto, Vegetable Risotto;319;1.4;13.4;1.7;0;0.4;515.2;8.6
Roasted Beef Salad With Potato, Oil-Based Sauce;399;4.9;5.1;6.9;0;1.4;687.9;37.0
Roasted Liver;848;8.0;5.5;26.9;0;20.3;1470.5;31.0
Roasted Sweet Pepper Soup;336;6.1;4.3;1.0;0;0.5;1031.3;79.4
Rocket, Arugula;76;0.3;0.5;2.6;0;1.5;68.8;17.1
Roe Paste;1711;35.8;12.5;10.2;0;0.4;3923.9;0
Roe Sauce, Crème Fraîche;627;10.3;1.6;11.0;0;0.3;2728.8;0.9
Romaine Lettuce;85;0.2;2.6;1.1;0;0.5;17.8;2.1
Root Patee, Carrot, Swede, Potato;551;8.5;8.8;4.1;0;0.8;870.2;12.6
Root Vegetable Hash, No Potato;248;2.5;5.9;1.5;0;0.5;109.8;10.5
Root Vegetable Soup, Pureed, Cooking Cream (Veg. Fat);124;1.1;3.8;0.6;0;0.2;364.9;5.5
Rosebay Willow Herb Or Fireweed, Shoot;191;0.7;1.4;4.8;0;1.6;3.3;103.0
Rose Hip;226;0.1;6.1;0.7;0;0.3;3.1;601.0
Rose Hip Kissel, Rose Hip Soup;361;0.1;20.8;0.1;0;0.1;2.8;4.3
Rose Hip Puree, Without Sugar;308;0.1;15.5;0.5;0;0.2;3.3;45.2
Rowanberry, Dried, Rowanberry Powder;1103;6.9;8.2;8.8;0;4.2;4.1;3.0
Rowanberry Juice, Without Sugar;121;0.1;4.1;0.2;0;0.1;1.0;27.7
Rufous Milkcap;79;0.5;0.6;2.1;0;1.0;8.2;1.3
Rufous Milkcap, Blanched;181;1.2;1.9;3.2;0;0.3;3.1;0.9
Rum Cola;279;0;9.6;0.1;4.0;0.1;9.0;0
Runeberg'S Cake;1693;22.4;43.9;6.1;0;0.8;420.3;0.3
Rusk;1790;15.6;66.4;4.6;0;0.4;419.1;0.6
Russian Fish Soup, Solyanka;172;0.7;2.6;5.8;0;0.2;699.8;1.7
Russian Fish Soup, Solyanka, Salmon;317;4.5;2.6;6.1;0;0.3;702.1;1.7
Rye, Wheat And Potato Dough;1834;24.8;45.5;6.2;0;1.4;470.1;5.4
Rye And Rice Mix, Crashed Rye Grain;1455;1.4;73.5;8.5;0;1.6;10.2;0
Rye Berry Porridge, Water, Lingonberry, Sugar, Salt;281;0.4;13.0;1.4;0;0.5;194.2;1.0
Rye Bran;1168;4.3;26.0;15.0;0;9.5;2.5;0
Rye Bread, 51% Rye;1046;1.3;47.0;7.9;0;2.0;1186.0;0
Rye Bread, Reissumies, Oululainen, Fazer;961;1.6;38.8;9.6;0;1.9;1087.7;0
Rye Bread, Ruispalat, Vaasan;1076;1.4;45.9;9.5;0;1.9;1093.8;1.9
Rye Bread Snack;1351;2.0;59.4;9.9;0;3.1;1284.5;0
Rye Flakes;1232;2.0;52.0;9.6;0;3.5;12.7;0
Rye Grain, Crushed;1373;2.5;57.1;9.6;0;3.0;2.5;0
Rye Gruel, Rye Flakes, Milk, Salt;274;1.7;8.2;3.7;0;0.3;620.0;1.1
Rye Gruel, Rye Flour, Juice, Salt;382;0.3;20.4;0.8;0;0.3;316.2;0.5
Rye Gruel, Rye Flour, Water, Salt;78;0.1;3.4;0.6;0;0.2;516.4;0
Rye Lingonberry Porridge, Salt, Without Sugar;216;0.4;9.2;1.4;0;0.5;403.4;1.0
Rye Macaroni;1500;2.5;67.0;13.0;0;2.6;28.0;0
Rye Macaroni, Boiled, Salt;443;0.7;19.8;3.8;0;0.8;503.1;0
Rye Macaroni, Boiled, Without Salt;450;0.8;20.1;3.9;0;0.8;10.2;0
Rye Malt;1702;2.2;77.0;11.7;0;0;5.1;0
Rye Porridge, Rye Flakes, Milk, Salt;303;1.7;9.5;3.9;0;0.4;601.7;1.1
Rye Porridge, Rye Flour, Milk, Salt;387;1.7;13.6;4.3;0;0.6;558.8;1.0
Rye Potato Porridge, Water, Salt;213;0.2;9.9;1.4;0;0.5;883.3;2.3
Saithe, Breaded, Fried;727;7.6;8.2;17.8;0;0.4;971.9;0.1
Saithe, Fried;624;8.2;0.1;18.8;0;0.2;1144.0;0.1
Saithe And Potato Casserole, Low-Fat Milk;338;1.8;7.8;7.7;0;0.5;681.6;3.2
Saithe And Rice Casserole;404;2.6;8.8;9.0;0;0.3;677.6;1.3
Saithe Spinach Casserole, Low-Fat Milk;413;4.6;3.2;10.9;0;0.5;841.4;8.4
Salad, Avocado Potato Salad, Olive Oil;556;8.6;10.6;1.9;0;0.6;302.0;7.8
Salad, Beetroot, Mushrooms And Apple;138;0.3;4.8;1.8;0;1.5;127.0;6.4
Salad, Beetroot And Apple;159;0.1;7.5;0.6;0;0.4;154.1;7.0
Salad, Beetroot Salad With Mayonnaise;541;9.1;9.8;1.5;0;0.6;479.2;9.1
Salad, Cabbage And Lingonberry;162;0.3;6.1;1.0;0;0.3;10.8;29.0
Salad, Chinese Cabbage, Cucumber And Tomato;69;0.2;2.2;0.8;0;0.2;11.4;12.2
Salad, Italian Salad With Mayonnaise;869;18.7;6.7;3.1;0;0.6;871.5;4.9
Salad, Pasta And Vegetables;406;4.9;9.8;2.6;0;0.6;314.6;8.9
Salami;1556;31.6;0.5;22.3;0;2.2;3941.6;0
Salmon Burger;1113;19.1;14.4;10.3;0;0.4;859.4;2.1
Salmon Cake, Fried;979;15.8;7.2;15.3;0;0.7;787.3;1.7
Salmon Fillet, Breaded, Fried;1159;18.8;8.3;18.8;0;0.6;706.3;0.1
Salmon Gravy With Tomato;493;7.9;2.1;9.2;0;0.4;378.2;4.8
Salmon Pasta Casserole, Kokkikartano Snellman;538;5.9;12.3;5.5;0;0.7;940.2;2.4
Salmon Soup, Fish Stock;259;2.8;3.6;5.3;0;0.3;290.0;1.8
Salmon Soup, Industrial, Snellman;414;7.1;4.7;3.6;0;0.3;718.6;3.0
Salmon Soup, Milk Based;378;4.7;5.5;6.1;0;0.3;536.9;2.1
Salmon Spinach Casserole, Low-Fat Milk;652;10.7;3.2;11.6;0;0.6;857.2;8.6
Salmon Vegetable Casserole, Processed Cheese, Milk;599;9.6;2.8;11.2;0;0.4;948.2;7.5
Salted Cracker, Saltine Cracker;1851;18.7;57.9;9.0;0;0.7;2253.4;0.1
Salted Cracker, Saltine Cracker, Industrial;1817;18.5;56.1;9.2;0;1.0;2058.7;0
Salted Nut And Dried Fruit Mix;1900;29.7;26.0;16.7;0;3.0;1983.1;0.8
Salt Stick;1479;4.3;65.3;10.7;0;1.1;2862.1;0
Salty Liqourice;1546;0.1;86.0;4.6;0;1.8;407.7;0
Salty Liqourice Pastille;1240;0.2;63.0;0.1;0;1.8;407.7;0
Sandwich, Baguette, Tuna;807;8.3;20.7;7.5;0;0.6;922.3;10.8
Sandwich, Shrimp;1223;15.8;28.4;8.1;0;1.3;1037.4;0
Sandwich, Toast Sandwich, Mushroom Stew;864;9.3;24.1;5.0;0;1.1;1215.9;1.1
Sandwich, Tuna;1245;15.8;28.5;9.3;0;0.7;1114.3;0.8
Sandwich Cookie, Ballerina;1892;19.0;64.5;4.8;0;0.5;764.3;0
Sandwich Relish;2077;54.2;4.0;1.9;0;0.7;1426.9;6.9
Sauce Veloute, Meat Bouillon, Thickened With Flour;400;6.8;7.6;1.1;0;0.1;1181.5;0.1
Sauce With Vinegar And Seasoning, Preservation Liquid;515;0;28.2;0.1;0;0.1;1979.2;0
Sauerkraut Soup With Pork;239;3.8;2.8;2.5;0;0.3;542.9;8.9
Sausage, Fresh Sausage, Chorizo, Saarioinen;952;18.7;1.0;14.2;0;1.1;1405.8;0.7
Sausage, Fresh Sausage, Siskonmakkara;888;16.7;0.9;10.0;0;0.6;1664.4;0
Sausage And French Fries;1369;22.5;22.3;6.6;0;0.6;2396.4;1.1
Sausage And French Fries With All Seasonings;1134;18.5;19.2;5.2;0;0.7;2169.9;2.1
Sausage Gravy;559;8.9;6.4;4.9;0;0.4;1247.6;0.5
Sausage Hash, Light Frankfurters, Potato, Without Egg;579;7.6;10.3;5.6;0;0.7;1483.6;4.5
Sausage Hash, Rign Bologna, Potato, Egg;678;10.1;10.1;5.7;0;0.8;1409.0;4.0
Sausage Hash, Ring Bologna, Potato, Without Egg;676;10.0;11.0;4.8;0;0.7;1510.0;4.3
Sausage Salad, Chorizo, Potato, Oil-Based Dressing;445;6.5;7.6;3.6;0;0.6;736.2;8.8
Sausage Salad, Macaroni, Vegetables, Without Dressing;597;9.6;4.1;9.8;0;1.0;1231.1;5.1
Sausage Soup;258;2.9;5.2;2.4;0;0.4;669.7;4.1
Sausage Soup, Fresh Sausage, Siskonmakkara Soup;281;3.8;4.0;2.8;0;0.4;649.8;2.9
Sausage Stew With Potato And Vegetables;445;5.1;8.7;4.3;0;0.7;1220.6;9.6
Sauteed Elk;568;6.1;0.1;20.2;0;3.4;943.3;0.1
Sauteed Reindeer, Bacon;582;7.6;0.1;17.7;0;5.0;1027.0;0.1
Sauteed Reindeer, Low-Fat;704;9.0;0.1;21.8;0;6.8;1102.2;0.1
Savoury Sandwich Cake, Meat;829;12.0;12.4;9.3;0;1.1;1364.8;9.1
Savoury Sandwich Cake, Salt-Cured Salmon;899;13.4;12.8;9.7;0;0.6;1268.5;17.7
Savoury Sandwich Cake, Tuna;919;13.3;12.5;11.8;0;1.0;1010.2;1.8
Savoury Sandwich Cake, Vegetable;688;9.8;13.3;4.5;0;0.6;913.1;30.5
Scalloped Garlic Potatoes;493;5.8;13.1;2.5;0;0.5;645.0;5.7
Scrambled Eggs, Low-Fat Milk;706;13.2;2.4;10.3;0;1.2;871.2;0.5
Screwdriver;285;0.1;8.8;0.5;4.0;0.1;8.5;31.7
Sea Buckthorn, Dried, Sea Buckthorn Powder;1529;18.8;7.9;18.8;0;5.6;33.1;76.2
Sea Buckthorn Berry;237;3.2;2.2;1.5;0;0.1;5.6;140.0
Sea Buckthorn Juice, Without Sugar;195;2.3;4.2;0.6;0;0.7;17.3;65.0
Seaweed, Kombu, Dried;787;1.3;20.1;7.1;0;12.7;4662.8;13.0
Seed Blend;2568;53.9;3.0;27.9;0;7.7;20.1;0.8
Semolina;1345;1.1;63.6;11.5;0;1.2;7.6;0
Semolina, Whole Wheat;1290;1.1;59.4;11.5;0;1.2;12.7;0
Sesame Nuggets With Soy, Deep-Fried, Hälsans Kök;1073;15.1;14.1;15.6;0;1.7;1518.6;0.2
Sesame Seed, White, Without Hull;2740;59.7;1.2;24.6;0;7.4;66.2;0
Sesame Seed, With Hull;2543;54.8;0.9;23.5;0;9.1;66.2;0
Sesame Seed Paste Tahini, Without Added Salt;2633;58.0;0.9;21.8;0;10.6;66.2;0
Sharon, Kaki, Persimon;306;0.2;16.0;0.6;0;0.2;2.5;8.0
Shellfish And Mushroom Salad, Without Dressing;161;0.6;1.0;6.7;0;2.0;260.3;4.1
Shiitake Mushroom;111;0.3;2.5;1.8;0;0.3;2.8;2.1
Shortbread Biscuit;1753;18.2;59.7;3.5;0;0.6;504.3;0
Shortbread Pie Crust, Sweet;1867;23.1;51.3;7.4;0;0.7;789.0;0.1
Shortcake;1870;25.3;47.9;6.6;0;0.7;748.6;0.1
Shrimp Salad, Sour Cream Dressing;265;4.3;1.3;4.5;0;1.2;441.4;6.8
Shrimp Salad With Egg, Without Dressing;176;1.2;1.7;5.5;0;1.3;135.9;7.3
Shrimp Soup, Industrial, Saarioinen;336;5.7;5.0;2.2;0;0.3;87.5;2.5
Shrimp Soup With Carrot And Cooking Cream (Veg. Fat);192;2.9;2.1;2.4;0;0.7;447.9;2.1
Skyr, 0.5% Fat;274;0.4;3.7;10.6;0;0.1;114.7;0.1
Skyr, Plain, 4% Fat;397;4.0;3.6;10.1;0;0.1;109.5;0.2
Skyr, Sweetened With Sugar, 0.5% Fat;387;0.3;11.4;10.0;0;0.1;89.5;0.8
Sliced Baked Potatoes With Cream (19% Fat);473;4.9;12.7;3.1;0;0.6;681.5;6.4
Slicing Sausage, Balkan, 21.5% Fat;1045;21.5;4.3;10.4;0;0.8;1968.0;0
Smoked Reindeer Soup;211;3.2;2.5;2.5;0;0.7;985.1;5.4
Smoothie, Berry Smoothie;438;5.1;8.1;4.5;0;0.9;96.8;9.6
Smoothie, Blueberry And Coconut Milk;557;7.4;10.9;4.7;0;1.3;97.3;3.6
Smoothie, Carrot, Orange And Strawberry Smoothie;126;0.2;5.3;0.4;0;0.3;14.2;27.6
Smoothie, Fruit/Berry;247;0.3;11.6;0.8;0;0.6;8.3;30.9
Smoothie, Green Smoothie, Apple, Celery, Cucumber;87;0.1;4.0;0.3;0;0.1;24.4;3.9
Smoothie, Mango, Pineapple And Coconut Milk;470;7.2;9.9;1.2;0;1.3;15.2;20.5
Smoothie, Mango Smoothie, Yoghurt, Pineapple Juice;315;1.1;14.0;1.6;0;0.2;43.8;20.5
Snack Bar, Date Bar With Nuts, Bare Bar;1645;17.9;41.7;9.4;0;3.6;14.5;0.6
Snack Bar With Nuts, Sweet;2095;33.1;32.3;15.2;0;2.9;4.2;0.8
Snail;360;1.4;2.0;16.1;0;3.5;186.0;15.0
Snails In Garlic Butter;2034;49.1;4.1;8.6;0;1.8;973.8;6.3
Soft Drink, Lemonade;156;0;9.1;0.1;0;0.1;9.9;0
Soft Drink, Partially Artificially Sweetened;35;0;2.0;0.1;0;0.1;9.9;0
Soft Ice Cream;604;5.1;19.4;4.9;0;0.1;199.2;1.4
Soft Ice Cream With Chocolate Sauce;685;5.5;24.1;4.1;0;0.2;160.8;1.1
Soft Ice Cream With Wafer;627;8.5;14.1;4.1;0;0.1;160.5;0.6
Soft Toffee Covered With Milk Chocolate, Dumle, Fazer;1972;21.8;66.3;2.1;0;0.3;254.8;0.5
Sorbet, Raspberry, Industrial;541;0.4;28.7;0.8;0;0.5;10.5;10.1
Sour Cabbage/Sauerkraut;133;0.1;5.2;1.1;0;0.2;871.4;32.7
Sour Cream, 10-12% Fat;554;12.0;3.2;2.6;0;0.1;99.4;0.9
Sour Cream, 10-12% Fat, Low-Lactose;567;12.0;4.0;2.6;0;0.1;99.4;0.9
Sour Cream, 3.5% Fat, Low-Lactose;268;3.5;4.8;3.2;0;0.1;107.0;1.2
Sour Cream, 40% Fat;1632;42.0;2.2;2.1;0;0.1;96.8;0.3
Sour Cream, 6% Fat, Low-Lactose;360;6.0;4.4;3.1;0;0.1;99.4;0.9
Sour Cream Filling For Sweet Pies;864;11.2;21.2;4.7;0;0.4;136.1;0.7
Sour Cream Sauce With Mustard;540;10.9;4.5;2.8;0;0.4;440.0;2.6
Soured Cucumber;43;0.1;1.3;0.6;0;0.2;2963.9;7.2
Soured Milk Gefilus, Skimmed 0.1 Fat;125;0.1;3.6;2.9;0;0.1;142.7;1.0
Sour Milk, 0.8% Fat;161;0.8;3.6;3.4;0;0.1;122.3;1.0
Sour Milk, 1% Fat, Low-Lactose, 1 Ug Vitamin D;179;1.0;4.8;3.4;0;0.1;104.5;1.0
Sour Milk, 2% Fat;209;2.0;4.8;3.0;0;0.1;106.4;1.1
Sour Milk, 2% Fat, Low-Lactose, 1 Ug Vitamin D;208;2.0;4.8;3.0;0;0.1;106.3;1.1
Soya Beans, Dried;1565;17.7;10.3;35.9;0;8.4;12.7;0
Soya Drink, Plain, Calcium, Vitamins, Alpro;141;1.8;0.9;3.0;0;0.7;23.1;0
Soya Drink, Vitamins;180;1.5;3.0;3.1;0;0.7;53.7;0
Soy Bolognese;255;0.8;5.5;6.1;0;1.7;81.6;7.6
Soy Milk Frozen Dessert, Ice Cream Cornet;1103;11.0;37.8;2.8;0;0.5;345.1;0
Soy Milk Frozen Dessert, Tofuline, Vanilla;840;12.0;21.4;1.8;0;0.4;251.1;0
Soy Product, Soured, 2% Fat, Calcium;330;2.0;11.6;2.7;0;0.6;105.2;10.3
Soy Sauce;252;0.1;9.5;5.2;0;4.8;15033.2;0
Soy-Vegetable Casserole, Cooking Cream;547;7.5;8.3;5.4;0;1.3;645.4;3.7
Spagetti Bolognese, Hk;350;2.2;10.6;4.5;0;0.6;750.9;4.0
Spaghetti And Minced Meat Casserole;366;2.4;9.1;6.6;0;1.0;656.0;3.5
Spaghetti And Minced Meat Casserole, Saarioinen;415;2.9;11.7;5.9;0;0.8;969.4;2.7
Spaghetti Bolognese, Saarioinen;483;4.8;12.5;5.0;0;0.7;622.0;2.1
Spaghetti Spinach, Contains Egg;1495;2.7;67.1;13.5;0;1.0;48.2;1.1
Spelt Flour, Whole Meal;1461;2.4;63.5;13.3;0;4.9;2.5;0
Spice Paste, Curry Paste, Mild, Tikka Masala;792;15.1;9.8;3.6;0;0.7;11838.0;12.8
Spice Paste, Ginger Paste;495;5.6;13.8;1.5;0;0.5;1.8;4.0
Spinach;76;0.6;0.2;2.1;0;1.8;53.5;60.0
Spinach, Fried;621;14.2;1.8;2.0;0;1.6;715.3;32.7
Spinach, Frozen;56;0.3;0.4;1.6;0;1.3;63.7;60.0
Spinach And Egg Casserole, Low-Fat Milk;341;4.7;3.0;6.5;0;1.1;1044.0;13.0
Spinach And Rice Casserole, Low-Fat Milk;345;2.2;11.4;3.7;0;0.8;872.1;8.9
Spinach Boiled Without Salt;89;0.7;0.3;2.5;0;2.1;63.0;45.9
Spinach Soup;241;3.0;4.7;2.6;0;0.4;551.8;8.0
Spinach Stew, Low-Fat Milk;315;4.1;6.2;3.1;0;0.7;1256.0;14.4
Spit-Roasted Pork And Vegetables;682;8.8;8.7;11.0;0;0.7;464.5;38.6
Sponge Cake;1283;5.6;54.2;8.6;0;1.0;139.3;0.1
Sponge Cake, Berry And Cream Filling;1114;12.8;33.1;4.1;0;0.5;93.2;2.6
Sponge Cake, Butter Icing;849;4.8;35.1;4.0;0;0.7;215.1;5.9
Sponge Cake, Apple Puree And Vanilla Pudding Filling;1011;10.3;32.9;3.8;0;0.4;220.3;1.7
Sponge Cake, Frozen, Frödinge;1125;13.6;32.1;4.4;0;0.5;400.0;0.4
Sponge Cake, Strawberry Cake, Frozen, Frödinge;945;12.7;23.9;3.6;0;0.4;386.1;5.5
Sponge Cake With Custard;1407;20.1;34.7;4.1;0;0.5;282.6;2.3
Sport Beverage, Powerade, Gatorade;114;0;6.7;0.1;0;0.1;129.9;0
Sport Beverage, Protein Drink, 1,6% Fat;348;1.6;8.6;8.0;0;0.2;205.0;0.9
Sport Beverage, Protein Drink, Protein Shake;264;0.3;4.6;10.0;0;0.2;256.0;1.1
Spring Roll, Vegetarian;478;6.0;12.0;2.5;0;0.5;948.6;7.2
Spring Roll With Minced Meat;710;10.9;11.9;5.9;0;0.6;829.1;0.9
Sprout, Alfalfa;123;0.7;0.3;4.0;0;1.0;15.3;8.2
Spruce Bud;141;0.5;0.7;3.1;0;0.4;2.0;66.7
Squid, Deep-Fried;791;11.8;3.8;16.8;0;1.2;1502.9;1.5
Steak Tartare;577;8.1;1.6;14.5;0;2.6;867.8;2.5
Stew With Potato, Rutabaga And Rye Dough;174;1.4;4.8;1.2;0;0.2;524.6;9.2
Strawberry;187;0.3;7.7;0.5;0;0.5;5.1;45.6
Strawberry Jam, 46% Sugar, Industrial;804;0.1;46.1;0.2;0;0.2;2.4;16.0
Strawberry Jam, 54% Sugar, Home-Made;947;0.2;53.8;0.6;0;0.3;2.7;12.0
Strawberry Kissel, Strawberry Soup;221;0.1;12.2;0.1;0;0.1;3.6;6.7
Strawberry Puree, Sweetened;338;0.3;16.9;0.5;0;0.5;4.6;26.7
Stroganoff;474;5.7;2.8;12.2;0;1.8;857.4;1.8
Stuffed Cabbage Rolls, Mushrooms;330;3.6;8.2;2.1;0;0.8;352.3;17.4
Stuffed Cabbage Rolls, Pork Beef Mince;727;12.4;8.4;6.0;0;0.6;463.7;19.1
Stuffed Cabbage Rolls, Soya Mince;319;2.3;8.8;3.7;0;0.9;542.1;17.5
Sugar, Stevia Sugar;1698;0;99.9;0;0;0.1;0.2;0
Sugar-Covered Rusk, Water, Industrial;1582;7.1;68.3;8.2;0;0.7;914.5;0
Sugar Snap Peas, Fresh;175;0.1;6.1;2.8;0;1.2;5.1;66.0
Sultsina Pasty;549;1.3;23.2;5.0;0;0.7;1174.2;0.6
Sunflower Seed;2583;56.1;2.7;24.3;0;5.7;2.5;0
Sushi Maki With Cucumber And Seaweed;352;0.2;17.4;1.8;0;0.5;293.9;2.9
Sushi Maki With Salt-Cured Salmon And Seaweed;644;4.7;16.9;9.7;0;0.6;1154.3;0.2
Sushi Maki With Tuna And Seaweed;527;1.8;16.9;9.2;0;0.8;416.1;0.2
Sushi Nigiri With Crayfish Tail, Without Seaweed;432;0.5;15.4;8.4;0;2.0;541.4;0
Sushi Nigiri With Omelette, Tamago;626;4.9;20.3;5.1;0;0.8;690.9;0.1
Sushi Nigiri With Salmon, Without Seaweed;627;5.6;15.4;8.6;0;0.3;285.6;0
Sushi Nigiri With Tuna, Without Seaweed;531;2.1;15.4;10.6;0;0.7;289.8;0
Swede, Baked;486;9.0;6.3;1.2;0;0.3;1076.4;34.2
Swede, Boiled Without Salt;149;0.1;6.0;1.1;0;0.2;19.0;30.2
Swede, Boiled With Salt;148;0.1;6.0;1.1;0;0.2;519.4;30.1
Swede, Mashed;216;1.3;7.1;1.4;0;0.3;987.9;32.1
Swede, Rutabaga;146;0.1;5.9;1.1;0;0.2;18.6;45.6
Swede, Simmered;377;5.8;6.7;1.3;0;0.3;616.8;31.0
Swede Loaf, Rye Crust;742;4.8;25.7;5.5;0;0.9;498.6;10.8
Swede Pasty With Rye Crust;441;0.5;19.2;3.2;0;0.9;312.8;24.1
Sweet, Candy;1488;0;87.0;0.5;0;1.4;254.8;0
Sweet And Sour Chicken Gravy, Ready Made Sauce;525;4.0;10.3;11.5;0;0.5;294.6;14.6
Sweet And Sour Sauce;1053;0.1;61.0;0.1;0;0.1;2959.2;2.6
Sweet Chili Sauce;793;0.1;45.4;0.6;0;0.2;3649.7;1.2
Sweet Corn, Boiled;535;1.3;24.3;2.7;0;0.5;7.4;7.4
Sweet Corn, Corn On The Cob;338;0.8;15.4;1.7;0;0.3;4.6;7.2
Sweet Corn Kernels;563;1.4;25.6;2.8;0;0.5;7.6;12.0
Sweetened Potato Casserole, Low-Fat Milk;372;1.0;16.7;2.4;0;0.6;385.2;4.0
Sweet Pepper, Baked;453;9.1;4.8;1.0;0;0.7;1054.8;137.1
Sweet Pepper, Boiled Without Salt;141;0.5;5.0;1.1;0;0.6;10.6;143.0
Sweet Pepper, Green;89;0.3;2.5;0.9;0;0.4;10.2;120.0
Sweet Pepper, Red;119;0.3;4.5;0.9;0;0.6;8.9;184.8
Sweet Pepper, Red, Canned;84;0.3;2.7;0.8;0;0.8;3488.2;46.5
Sweet Pepper, Yellow;126;0.2;5.1;0.9;0;0.4;10.2;204.9
Sweet Potato, Baked;368;0.1;18.3;1.7;0;0.7;152.3;1.8
Sweet Potato, Fried;589;5.3;19.7;1.9;0;0.7;773.7;1.7
Sweet Potato Coconut Soup;385;5.7;8.2;1.2;0;0.9;827.5;2.8
Swiss Chard;72;0.3;1.5;1.4;0;1.3;301.9;39.0
Swiss Roll;941;3.0;43.2;4.9;0;0.8;409.5;0.9
Swiss Roll;1025;4.0;45.4;5.8;0;0.9;388.6;0.3
Syrup;1261;0;74.1;0.1;0;2.5;127.4;0
Tea, Ice Tea;138;0;8.0;0.1;0;0.1;0.7;0.4
Thin Brown Sauce With Cream;299;3.6;8.0;1.3;0;0.1;2212.9;0.1
Thin Carrot Pancake, Carrot Crepes, Industrial;672;5.5;21.8;4.9;0;0.6;1084.6;1.8
Thin Carrot Pancake, Carrot Crepes, Low-Fat Milk;682;7.4;17.7;5.7;0;0.6;418.3;1.6
Thin Pancake, Whole Milk;799;9.1;19.8;7.0;0;0.5;521.7;0.7
Thyme, Dried;1183;7.4;26.9;9.1;0;0;140.1;
Tilapia, Fried;633;7.0;0.1;22.0;0;0.6;177.9;0.1
Toast, Cheese Toast, Linkosuo;1088;5.0;42.7;9.1;0;0.8;1090.8;0.1
